,1a,2a,3a,4a,3b
2006-03-24,6.662,6.6132,6.6729,6.6169,24.0179
2006-03-25,6.662,6.6132,6.6729,6.6169,24.0179
2006-03-26,6.662,6.6132,6.6729,6.6169,24.0179
2006-03-27,6.6166,6.6037,6.6288,6.6134,23.9024
2006-03-28,6.614,6.5544,6.6202,6.6157,23.934
2006-03-29,6.6157,6.6038,6.651,6.6088,23.9998
2006-03-30,6.6085,6.5426,6.6395,6.5544,23.8086
2006-03-31,6.5542,6.5429,6.5955,6.5748,23.6439
2006-04-01,6.5542,6.5429,6.5955,6.5748,23.6439
2006-04-02,6.5542,6.5429,6.5955,6.5748,23.6439
2006-04-03,6.5745,6.4745,6.5942,6.4823,23.6774
2006-04-04,6.4825,6.4059,6.4992,6.4113,23.4654
2006-04-05,6.4107,6.4026,6.4472,6.4148,23.3082
2006-04-06,6.4153,6.3904,6.4737,6.451,23.416
2006-04-07,6.4508,6.4403,6.5037,6.4911,23.7204
2006-04-08,6.4508,6.4403,6.5037,6.4911,23.7204
2006-04-09,6.4508,6.4403,6.5037,6.4911,23.7204
2006-04-10,6.4913,6.4691,6.507,6.4724,23.6824
2006-04-11,6.4721,6.4294,6.4741,6.4424,23.6286
2006-04-12,6.4429,6.4407,6.4926,6.486,23.655
2006-04-13,6.4862,6.4735,6.505,6.4893,23.7066
2006-04-14,6.4893,6.4461,6.5019,6.4552,23.6448
2006-04-15,6.4893,6.4461,6.5019,6.4552,23.6448
2006-04-16,6.4893,6.4461,6.5019,6.4552,23.6448
2006-04-17,6.4557,6.3976,6.4633,6.4175,23.5249
2006-04-18,6.4177,6.3508,6.4274,6.3594,23.3958
2006-04-19,6.3591,6.2821,6.3659,6.3029,23.2085
2006-04-20,6.3031,6.296,6.3651,6.3463,23.1593
2006-04-21,6.346,6.3121,6.3733,6.3385,23.1508
2006-04-22,6.346,6.3121,6.3733,6.3385,23.1508
2006-04-23,6.346,6.3121,6.3733,6.3385,23.1508
2006-04-24,6.3387,6.3149,6.3652,6.3443,22.9866
2006-04-25,6.3443,6.3013,6.3488,6.3171,22.9556
2006-04-26,6.317,6.2458,6.3217,6.2613,22.9342
2006-04-27,6.2613,6.1994,6.286,6.2111,22.924
2006-04-28,6.2104,6.142,6.2121,6.1499,22.6914
2006-04-29,6.2104,6.142,6.2121,6.1499,22.6914
2006-04-30,6.2104,6.142,6.2121,6.1499,22.6914
2006-05-01,6.1507,6.1303,6.1954,6.1836,22.65
2006-05-02,6.1839,6.129,6.2132,6.1394,22.6579
2006-05-03,6.1392,6.1152,6.1616,6.1396,22.4531
2006-05-04,6.1393,6.0984,6.1628,6.1143,22.5434
2006-05-05,6.1141,6.0788,6.1345,6.1122,22.3387
2006-05-06,6.1141,6.0788,6.1345,6.1122,22.3387
2006-05-07,6.1141,6.0788,6.1345,6.1122,22.3387
2006-05-08,6.1121,6.0782,6.1437,6.1319,22.2278
2006-05-09,6.1324,6.0841,6.1619,6.0906,22.3498
2006-05-10,6.0902,6.0442,6.0991,6.0872,22.2109
2006-05-11,6.087,6.0161,6.1246,6.0394,22.2717
2006-05-12,6.0391,5.9641,6.0452,5.992,21.9685
2006-05-13,6.0391,5.9641,6.0452,5.992,21.9685
2006-05-14,6.0391,5.9641,6.0452,5.992,21.9685
2006-05-15,5.9923,5.988,6.0966,6.0675,22.1711
2006-05-16,6.0673,6.065,6.1386,6.0838,22.1707
2006-05-17,6.0836,6.0471,6.1552,6.1154,22.3634
2006-05-18,6.1161,6.058,6.1473,6.0791,22.2612
2006-05-19,6.0789,6.0743,6.1426,6.1105,22.2674
2006-05-20,6.0789,6.0743,6.1426,6.1105,22.2674
2006-05-21,6.0789,6.0743,6.1426,6.1105,22.2674
2006-05-22,6.1103,6.0597,6.1434,6.0667,22.2958
2006-05-23,6.0664,6.0637,6.1381,6.1215,22.1141
2006-05-24,6.1213,6.0663,6.1439,6.1251,22.1785
2006-05-25,6.1251,6.0942,6.1313,6.1175,22.1281
2006-05-26,6.1173,6.0885,6.1605,6.1368,22.1592
2006-05-27,6.1173,6.0885,6.1605,6.1368,22.1592
2006-05-28,6.1173,6.0885,6.1605,6.1368,22.1592
2006-05-29,6.1365,6.0976,6.1384,6.1061,22.1337
2006-05-30,6.1064,6.0589,6.1134,6.0791,22.0205
2006-05-31,6.0794,6.055,6.109,6.106,22.1367
2006-06-01,6.1062,6.068,6.1158,6.0737,22.1832
2006-06-02,6.074,6.0019,6.0822,6.0053,22.0558
2006-06-03,6.074,6.0019,6.0822,6.0053,22.0558
2006-06-04,6.074,6.0019,6.0822,6.0053,22.0558
2006-06-05,6.0048,5.9799,6.024,6.0212,21.9644
2006-06-06,6.0209,5.9984,6.0862,6.0607,22.033
2006-06-07,6.0607,6.0602,6.1285,6.1116,22.0741
2006-06-08,6.1115,6.1013,6.2045,6.194,22.3605
2006-06-09,6.1937,6.1448,6.2044,6.1618,22.3934
2006-06-10,6.1937,6.1448,6.2044,6.1618,22.3934
2006-06-11,6.1937,6.1448,6.2044,6.1618,22.3934
2006-06-12,6.1618,6.1509,6.1971,6.1857,22.5028
2006-06-13,6.1861,6.1843,6.2463,6.2283,22.6083
2006-06-14,6.2283,6.2023,6.2618,6.2338,22.6211
2006-06-15,6.234,6.1872,6.235,6.2034,22.5129
2006-06-16,6.2039,6.1891,6.2395,6.2293,22.6695
2006-06-17,6.2039,6.1891,6.2395,6.2293,22.6695
2006-06-18,6.2039,6.1891,6.2395,6.2293,22.6695
2006-06-19,6.2295,6.2187,6.2627,6.2502,22.7327
2006-06-20,6.2507,6.2428,6.296,6.2634,22.7154
2006-06-21,6.2629,6.2522,6.293,6.2669,22.6228
2006-06-22,6.2667,6.2571,6.3428,6.3364,22.6799
2006-06-23,6.3362,6.3029,6.3446,6.3252,22.8208
2006-06-24,6.3362,6.3029,6.3446,6.3252,22.8208
2006-06-25,6.3362,6.3029,6.3446,6.3252,22.8208
2006-06-26,6.3229,6.2774,6.3269,6.2823,22.7556
2006-06-27,6.282,6.2791,6.3276,6.3023,22.6437
2006-06-28,6.3021,6.278,6.3154,6.302,22.6908
2006-06-29,6.3015,6.2216,6.3244,6.2285,22.7824
2006-06-30,6.2287,6.2127,6.2494,6.2239,22.4202
2006-07-01,6.2287,6.2127,6.2494,6.2239,22.4202
2006-07-02,6.2287,6.2127,6.2494,6.2239,22.4202
2006-07-03,6.2249,6.209,6.2562,6.2283,22.3229
2006-07-04,6.2283,6.2178,6.2395,6.2212,22.2554
2006-07-05,6.2209,6.1967,6.2602,6.2317,22.4713
2006-07-06,6.2317,6.211,6.2467,6.2288,22.4344
2006-07-07,6.2288,6.1771,6.2361,6.2304,22.3217
2006-07-08,6.2288,6.1771,6.2361,6.2304,22.3217
2006-07-09,6.2288,6.1771,6.2361,6.2304,22.3217
2006-07-10,6.2299,6.2071,6.2877,6.2681,22.3641
2006-07-11,6.2676,6.2437,6.2891,6.2511,22.368
2006-07-12,6.2514,6.2314,6.2761,6.2579,22.455
2006-07-13,6.2589,6.2178,6.2608,6.2306,22.5071
2006-07-14,6.2307,6.2243,6.2694,6.2549,22.5616
2006-07-15,6.2307,6.2243,6.2694,6.2549,22.5616
2006-07-16,6.2307,6.2243,6.2694,6.2549,22.5616
2006-07-17,6.2554,6.2425,6.3304,6.3202,22.7698
2006-07-18,6.3201,6.3115,6.3599,6.3517,22.8018
2006-07-19,6.3522,6.3163,6.396,6.3204,22.8297
2006-07-20,6.3209,6.2685,6.3299,6.2717,22.5536
2006-07-21,6.272,6.2306,6.2816,6.2654,22.463
2006-07-22,6.272,6.2306,6.2816,6.2654,22.463
2006-07-23,6.272,6.2306,6.2816,6.2654,22.463
2006-07-24,6.2651,6.264,6.3125,6.3016,22.5457
2006-07-25,6.3019,6.2604,6.3353,6.3191,22.54
2006-07-26,6.3205,6.2263,6.331,6.2353,22.5598
2006-07-27,6.2352,6.18,6.2352,6.2176,22.3796
2006-07-28,6.2174,6.1649,6.225,6.1753,22.4765
2006-07-29,6.2174,6.1649,6.225,6.1753,22.4765
2006-07-30,6.2174,6.1649,6.225,6.1753,22.4765
2006-07-31,6.1756,6.1491,6.1851,6.1723,22.3924
2006-08-01,6.1719,6.1284,6.1839,6.1315,22.3906
2006-08-02,6.1317,6.1279,6.1789,6.1769,22.3453
2006-08-03,6.1766,6.1311,6.1791,6.1453,22.3353
2006-08-04,6.1456,6.0976,6.1675,6.121,22.1944
2006-08-05,6.1456,6.0976,6.1675,6.121,22.1944
2006-08-06,6.1456,6.0976,6.1675,6.121,22.1944
2006-08-07,6.1207,6.1139,6.1608,6.1519,22.0578
2006-08-08,6.1521,6.1345,6.2058,6.1895,22.0816
2006-08-09,6.1897,6.142,6.1925,6.1681,22.0404
2006-08-10,6.1679,6.1407,6.2383,6.2252,21.9641
2006-08-11,6.2249,6.2141,6.269,6.2571,22.0202
2006-08-12,6.2249,6.2141,6.269,6.2571,22.0202
2006-08-13,6.2249,6.2141,6.269,6.2571,22.0202
2006-08-14,6.2568,6.2498,6.3161,6.2945,22.1278
2006-08-15,6.2942,6.2551,6.3203,6.2638,22.1353
2006-08-16,6.264,6.2321,6.3147,6.2971,22.0208
2006-08-17,6.2973,6.2599,6.3028,6.2957,21.8764
2006-08-18,6.2956,6.2577,6.3155,6.2613,21.9669
2006-08-19,6.2956,6.2577,6.3155,6.2613,21.9669
2006-08-20,6.2956,6.2577,6.3155,6.2613,21.9669
2006-08-21,6.261,6.2153,6.2695,6.2422,21.9152
2006-08-22,6.2426,6.2402,6.2916,6.2731,22.0173
2006-08-23,6.2728,6.2519,6.3201,6.3115,22.0564
2006-08-24,6.3112,6.2861,6.35,6.3388,22.1248
2006-08-25,6.3385,6.2732,6.3549,6.2776,22.1208
2006-08-26,6.3385,6.2732,6.3549,6.2776,22.1208
2006-08-27,6.3385,6.2732,6.3549,6.2776,22.1208
2006-08-28,6.2774,6.2662,6.2926,6.2762,22.0659
2006-08-29,6.276,6.2601,6.3243,6.2828,22.146
2006-08-30,6.2826,6.2722,6.3222,6.3168,22.0366
2006-08-31,6.317,6.2724,6.3312,6.3224,22.0779
2006-09-01,6.3227,6.3062,6.3511,6.3169,22.1324
2006-09-02,6.3227,6.3062,6.3511,6.3169,22.1324
2006-09-03,6.3227,6.3062,6.3511,6.3169,22.1324
2006-09-04,6.3174,6.3124,6.3478,6.3443,21.9724
2006-09-05,6.3447,6.3222,6.3569,6.3517,22.0162
2006-09-06,6.3515,6.3403,6.4012,6.39,22.1102
2006-09-07,6.39,6.3781,6.4958,6.4885,22.278
2006-09-08,6.4885,6.4621,6.5196,6.507,22.3816
2006-09-09,6.4885,6.4621,6.5196,6.507,22.3816
2006-09-10,6.4885,6.4621,6.5196,6.507,22.3816
2006-09-11,6.5068,6.4969,6.5638,6.5241,22.3795
2006-09-12,6.5241,6.506,6.5685,6.5633,22.4087
2006-09-13,6.5633,6.5534,6.6224,6.6081,22.5284
2006-09-14,6.6086,6.5117,6.6147,6.5359,22.5186
2006-09-15,6.5362,6.5081,6.5627,6.5294,22.5353
2006-09-16,6.5362,6.5081,6.5627,6.5294,22.5353
2006-09-17,6.5362,6.5081,6.5627,6.5294,22.5353
2006-09-18,6.5294,6.5154,6.5741,6.5365,22.5187
2006-09-19,6.5365,6.4804,6.5455,6.5327,22.5079
2006-09-20,6.5327,6.5066,6.5434,6.5114,22.4926
2006-09-21,6.5116,6.4973,6.5416,6.5159,22.4076
2006-09-22,6.5159,6.4941,6.5593,6.5464,22.29
2006-09-23,6.5159,6.4941,6.5593,6.5464,22.29
2006-09-24,6.5159,6.4941,6.5593,6.5464,22.29
2006-09-25,6.5461,6.5134,6.5831,6.5171,22.3566
2006-09-26,6.5172,6.51,6.5712,6.5385,22.4286
2006-09-27,6.5383,6.4695,6.5491,6.4815,22.4304
2006-09-28,6.4813,6.4537,6.486,6.459,22.3878
2006-09-29,6.4571,6.4556,6.5349,6.5307,22.411
2006-09-30,6.4571,6.4556,6.5349,6.5307,22.411
2006-10-01,6.4571,6.4556,6.5349,6.5307,22.411
2006-10-02,6.5304,6.5161,6.5817,6.5546,22.3387
2006-10-03,6.5549,6.5371,6.5996,6.5872,22.2051
2006-10-04,6.5869,6.5847,6.6453,6.5958,22.3253
2006-10-05,6.5977,6.5723,6.6353,6.634,22.2453
2006-10-06,6.6339,6.6246,6.703,6.6762,22.4424
2006-10-07,6.6339,6.6246,6.703,6.6762,22.4424
2006-10-08,6.6339,6.6246,6.703,6.6762,22.4424
2006-10-09,6.6766,6.6509,6.6881,6.6784,22.4147
2006-10-10,6.6786,6.628,6.7218,6.7082,22.5119
2006-10-11,6.7087,6.7002,6.7446,6.7229,22.5654
2006-10-12,6.7227,6.6949,6.7591,6.7097,22.5994
2006-10-13,6.7077,6.7004,6.7534,6.746,22.6342
2006-10-14,6.7077,6.7004,6.7534,6.746,22.6342
2006-10-15,6.7077,6.7004,6.7534,6.746,22.6342
2006-10-16,6.7455,6.7187,6.7841,6.7655,22.6481
2006-10-17,6.7655,6.7425,6.777,6.7514,22.6388
2006-10-18,6.7528,6.7331,6.7854,6.7686,22.6374
2006-10-19,6.7684,6.6756,6.774,6.6775,22.604
2006-10-20,6.6775,6.6532,6.6885,6.6857,22.4848
2006-10-21,6.6775,6.6532,6.6885,6.6857,22.4848
2006-10-22,6.6775,6.6532,6.6885,6.6857,22.4848
2006-10-23,6.6857,6.678,6.7153,6.6947,22.612
2006-10-24,6.6946,6.6523,6.7019,6.6601,22.641
2006-10-25,6.6599,6.5614,6.6654,6.5638,22.5969
2006-10-26,6.5635,6.5192,6.5736,6.5245,22.4543
2006-10-27,6.524,6.5086,6.5633,6.5366,22.4003
2006-10-28,6.524,6.5086,6.5633,6.5366,22.4003
2006-10-29,6.524,6.5086,6.5633,6.5366,22.4003
2006-10-30,6.5366,6.5265,6.5765,6.5683,22.3049
2006-10-31,6.5678,6.5268,6.5711,6.547,22.2827
2006-11-01,6.5466,6.4598,6.5477,6.4682,22.0578
2006-11-02,6.4685,6.4438,6.4775,6.4585,22.0227
2006-11-03,6.4585,6.4431,6.5022,6.4821,22.1162
2006-11-04,6.4585,6.4431,6.5022,6.4821,22.1162
2006-11-05,6.4585,6.4431,6.5022,6.4821,22.1162
2006-11-06,6.4821,6.4604,6.5116,6.4611,22.0671
2006-11-07,6.4611,6.4333,6.4719,6.4545,21.9533
2006-11-08,6.4545,6.4358,6.4696,6.443,21.9786
2006-11-09,6.443,6.3949,6.4517,6.4,22.0098
2006-11-10,6.4,6.3503,6.4053,6.3526,21.9421
2006-11-11,6.4,6.3503,6.4053,6.3526,21.9421
2006-11-12,6.4,6.3503,6.4053,6.3526,21.9421
2006-11-13,6.3524,6.3488,6.4236,6.3964,21.9298
2006-11-14,6.3965,6.3823,6.4303,6.4212,21.9452
2006-11-15,6.4207,6.406,6.4514,6.4177,21.9906
2006-11-16,6.4177,6.402,6.4674,6.4666,21.9234
2006-11-17,6.4665,6.4304,6.4757,6.4494,21.9406
2006-11-18,6.4665,6.4304,6.4757,6.4494,21.9406
2006-11-19,6.4665,6.4304,6.4757,6.4494,21.9406
2006-11-20,6.4489,6.4184,6.4669,6.4496,21.8582
2006-11-21,6.4495,6.4093,6.4606,6.4119,21.8224
2006-11-22,6.4119,6.3658,6.4245,6.3766,21.719
2006-11-23,6.3763,6.3585,6.3804,6.3672,21.5872
2006-11-24,6.3674,6.2775,6.3754,6.2906,21.5598
2006-11-25,6.3674,6.2775,6.3754,6.2906,21.5598
2006-11-26,6.3674,6.2775,6.3754,6.2906,21.5598
2006-11-27,6.2906,6.2841,6.3195,6.2963,21.4142
2006-11-28,6.2958,6.2718,6.3192,6.2825,21.3576
2006-11-29,6.2825,6.2262,6.2967,6.2273,21.3153
2006-11-30,6.2273,6.1435,6.2357,6.1501,21.231
2006-12-01,6.1506,6.1001,6.179,6.124,21.1066
2006-12-02,6.1506,6.1001,6.179,6.124,21.1066
2006-12-03,6.1506,6.1001,6.179,6.124,21.1066
2006-12-04,6.124,6.1122,6.1496,6.1227,21.0739
2006-12-05,6.1227,6.0867,6.1439,6.0999,21.0763
2006-12-06,6.1005,6.0873,6.136,6.0923,21.1236
2006-12-07,6.0927,6.0766,6.1033,6.0913,21.0828
2006-12-08,6.0918,6.0838,6.1956,6.1882,21.2258
2006-12-09,6.0918,6.0838,6.1956,6.1882,21.2258
2006-12-10,6.0918,6.0838,6.1956,6.1882,21.2258
2006-12-11,6.1885,6.1232,6.1897,6.1268,21.2037
2006-12-12,6.1267,6.1176,6.1592,6.1199,21.1113
2006-12-13,6.1198,6.1122,6.1855,6.1752,21.1432
2006-12-14,6.1752,6.1452,6.2085,6.1994,21.1463
2006-12-15,6.1997,6.1863,6.2512,6.2219,21.1876
2006-12-16,6.1997,6.1863,6.2512,6.2219,21.1876
2006-12-17,6.1997,6.1863,6.2512,6.2219,21.1876
2006-12-18,6.2226,6.2065,6.2465,6.2304,21.2498
2006-12-19,6.2304,6.1596,6.2323,6.1679,21.1682
2006-12-20,6.1671,6.1589,6.2045,6.179,20.9431
2006-12-21,6.1792,6.1563,6.2075,6.1829,20.9675
2006-12-22,6.1829,6.1675,6.2594,6.24,21.1348
2006-12-23,6.1829,6.1675,6.2594,6.24,21.1348
2006-12-24,6.1829,6.1675,6.2594,6.24,21.1348
2006-12-25,6.1829,6.1675,6.2594,6.24,21.1348
2006-12-26,6.2321,6.2186,6.2605,6.2306,21.2781
2006-12-27,6.2312,6.2142,6.2873,6.2717,21.1419
2006-12-28,6.272,6.2408,6.282,6.266,21.0303
2006-12-29,6.2656,6.2168,6.2801,6.2283,20.9247
2006-12-30,6.2656,6.2168,6.2801,6.2283,20.9247
2006-12-31,6.2656,6.2168,6.2801,6.2283,20.9247
2007-01-01,6.2656,6.2168,6.2801,6.2283,20.9247
2007-01-02,6.2002,6.1605,6.2027,6.1796,20.7489
2007-01-03,6.18,6.1785,6.2762,6.2628,20.9213
2007-01-04,6.263,6.2604,6.3386,6.3353,21.1563
2007-01-05,6.3359,6.3189,6.3764,6.3603,21.2939
2007-01-06,6.3359,6.3189,6.3764,6.3603,21.2939
2007-01-07,6.3359,6.3189,6.3764,6.3603,21.2939
2007-01-08,6.3606,6.3344,6.3732,6.3371,21.3036
2007-01-09,6.3372,6.316,6.3797,6.3691,21.3529
2007-01-10,6.3692,6.3492,6.4528,6.4312,21.4231
2007-01-11,6.4314,6.4051,6.4964,6.4711,21.5318
2007-01-12,6.4714,6.4349,6.4849,6.4382,21.5557
2007-01-13,6.4714,6.4349,6.4849,6.4382,21.5557
2007-01-14,6.4714,6.4349,6.4849,6.4382,21.5557
2007-01-15,6.438,6.4183,6.4454,6.4266,21.493
2007-01-16,6.4266,6.3968,6.4519,6.4317,21.544
2007-01-17,6.4319,6.4207,6.4709,6.4262,21.598
2007-01-18,6.4264,6.413,6.4851,6.4469,21.592
2007-01-19,6.4479,6.4319,6.4777,6.4427,21.5168
2007-01-20,6.4479,6.4319,6.4777,6.4427,21.5168
2007-01-21,6.4479,6.4319,6.4777,6.4427,21.5168
2007-01-22,6.4442,6.4219,6.4744,6.4576,21.5472
2007-01-23,6.4574,6.3798,6.4628,6.38,21.5703
2007-01-24,6.3806,6.3272,6.4146,6.3335,21.6746
2007-01-25,6.3333,6.3051,6.3483,6.3407,21.8398
2007-01-26,6.3403,6.3232,6.3648,6.3373,21.8772
2007-01-27,6.3403,6.3232,6.3648,6.3373,21.8772
2007-01-28,6.3403,6.3232,6.3648,6.3373,21.8772
2007-01-29,6.3373,6.286,6.3392,6.2902,21.8819
2007-01-30,6.2895,6.2731,6.3069,6.2772,21.8863
2007-01-31,6.2776,6.2336,6.3094,6.2405,21.8825
2007-02-01,6.2406,6.2222,6.2515,6.2409,21.6257
2007-02-02,6.2421,6.223,6.2754,6.2743,21.7937
2007-02-03,6.2421,6.223,6.2754,6.2743,21.7937
2007-02-04,6.2421,6.223,6.2754,6.2743,21.7937
2007-02-05,6.2726,6.2597,6.2892,6.2824,21.7956
2007-02-06,6.2824,6.2304,6.2971,6.232,21.767
2007-02-07,6.232,6.209,6.244,6.2135,21.6942
2007-02-08,6.2129,6.2003,6.2445,6.2025,21.7369
2007-02-09,6.2015,6.2003,6.2726,6.2483,21.7581
2007-02-10,6.2015,6.2003,6.2726,6.2483,21.7581
2007-02-11,6.2015,6.2003,6.2726,6.2483,21.7581
2007-02-12,6.2483,6.2357,6.2604,6.2474,21.8727
2007-02-13,6.2473,6.1967,6.2483,6.2068,21.8151
2007-02-14,6.2067,6.1441,6.2088,6.1468,21.6143
2007-02-15,6.147,6.1072,6.1776,6.1165,21.5458
2007-02-16,6.1168,6.1034,6.1435,6.1106,21.5695
2007-02-17,6.1168,6.1034,6.1435,6.1106,21.5695
2007-02-18,6.1168,6.1034,6.1435,6.1106,21.5695
2007-02-19,6.1105,6.0899,6.1325,6.0984,21.5211
2007-02-20,6.0976,6.0954,6.1392,6.1213,21.473
2007-02-21,6.1213,6.1146,6.1462,6.1379,21.5411
2007-02-22,6.1379,6.1323,6.1694,6.1397,21.5771
2007-02-23,6.1396,6.1053,6.1568,6.1158,21.6133
2007-02-24,6.1396,6.1053,6.1568,6.1158,21.6133
2007-02-25,6.1396,6.1053,6.1568,6.1158,21.6133
2007-02-26,6.1158,6.0934,6.1316,6.1047,21.6033
2007-02-27,6.1047,6.0804,6.129,6.1245,21.5921
2007-02-28,6.1246,6.1221,6.1646,6.1377,21.5318
2007-03-01,6.1377,6.1104,6.1618,6.1511,21.3805
2007-03-02,6.1512,6.1425,6.1924,6.1808,21.455
2007-03-03,6.1512,6.1425,6.1924,6.1808,21.455
2007-03-04,6.1512,6.1425,6.1924,6.1808,21.455
2007-03-05,6.1807,6.1625,6.2686,6.2553,21.5467
2007-03-06,6.2555,6.1985,6.2578,6.2084,21.5165
2007-03-07,6.2088,6.1761,6.2172,6.1808,21.4708
2007-03-08,6.1799,6.171,6.21,6.1844,21.4584
2007-03-09,6.1844,6.1544,6.2041,6.1682,21.5108
2007-03-10,6.1844,6.1544,6.2041,6.1682,21.5108
2007-03-11,6.1844,6.1544,6.2041,6.1682,21.5108
2007-03-12,6.1682,6.1231,6.1772,6.1324,21.4988
2007-03-13,6.1324,6.12,6.1559,6.1475,21.4463
2007-03-14,6.1475,6.1231,6.1608,6.1264,21.3818
2007-03-15,6.1264,6.1015,6.1482,6.1139,21.3209
2007-03-16,6.1143,6.0894,6.1269,6.1228,21.1141
2007-03-17,6.1143,6.0894,6.1269,6.1228,21.1141
2007-03-18,6.1143,6.0894,6.1269,6.1228,21.1141
2007-03-19,6.1228,6.1065,6.1371,6.1314,20.9281
2007-03-20,6.1314,6.1212,6.1626,6.1504,20.9733
2007-03-21,6.1504,6.0968,6.1699,6.1066,21.0212
2007-03-22,6.1066,6.0847,6.1174,6.0953,20.9706
2007-03-23,6.0957,6.0771,6.1193,6.1179,21.0643
2007-03-24,6.0957,6.0771,6.1193,6.1179,21.0643
2007-03-25,6.0957,6.0771,6.1193,6.1179,21.0643
2007-03-26,6.1177,6.0792,6.1283,6.0889,21.0911
2007-03-27,6.0898,6.0708,6.1024,6.077,21.0056
2007-03-28,6.0772,6.0639,6.1066,6.0845,21.0752
2007-03-29,6.0845,6.0653,6.0989,6.0819,21.0585
2007-03-30,6.0819,6.0586,6.115,6.0806,21.072
2007-03-31,6.0819,6.0586,6.115,6.0806,21.072
2007-04-01,6.0819,6.0586,6.115,6.0806,21.072
2007-04-02,6.0804,6.07416,6.11195,6.1056,20.97813
2007-04-03,6.1056,6.09165,6.1338,6.1259,20.98523
2007-04-04,6.1263,6.1073,6.1379,6.1142,20.99167
2007-04-05,6.1138,6.05735,6.118,6.07475,20.92003
2007-04-06,6.07475,6.0666,6.1018,6.09885,20.86346
2007-04-07,6.07475,6.0666,6.1018,6.09885,20.86346
2007-04-08,6.07475,6.0666,6.1018,6.09885,20.86346
2007-04-09,6.09885,6.0642,6.1098,6.0746,20.88768
2007-04-10,6.0745,6.01335,6.08825,6.0264,20.83978
2007-04-11,6.0261,6.006,6.03885,6.0094,20.88128
2007-04-12,6.009,5.9781,6.01515,5.9828,20.81587
2007-04-13,5.9828,5.9568,6.00325,5.96695,20.72033
2007-04-14,5.9828,5.9568,6.00325,5.96695,20.72033
2007-04-15,5.9828,5.9568,6.00325,5.96695,20.72033
2007-04-16,5.96665,5.94935,5.97855,5.9672,20.64597
2007-04-17,5.9672,5.94165,5.97075,5.94845,20.64726
2007-04-18,5.94845,5.94305,5.98105,5.95655,20.64364
2007-04-19,5.95695,5.935,5.9819,5.94105,20.63285
2007-04-20,5.94105,5.9348,5.9714,5.9705,20.62302
2007-04-21,5.94105,5.9348,5.9714,5.9705,20.62302
2007-04-22,5.94105,5.9348,5.9714,5.9705,20.62302
2007-04-23,5.9709,5.9604,5.98475,5.97395,20.68783
2007-04-24,5.97395,5.93634,5.97975,5.93825,20.68408
2007-04-25,5.93825,5.93285,6.0113,5.95985,20.63809
2007-04-26,5.95935,5.95355,5.9886,5.9816,20.68999
2007-04-27,5.9815,5.9418,5.98425,5.955,20.67391
2007-04-28,5.9815,5.9418,5.98425,5.955,20.67391
2007-04-29,5.9815,5.9418,5.98425,5.955,20.67391
2007-04-30,5.9552,5.9337,5.98319,5.9475,20.70317
2007-05-01,5.9477,5.9357,5.985,5.9836,20.75215
2007-05-02,5.9835,5.9589,5.98851,5.96975,20.75491
2007-05-03,5.96945,5.9594,5.9996,5.9952,20.77129
2007-05-04,5.9947,5.9567,6.00245,5.9606,20.76423
2007-05-05,5.9947,5.9567,6.00245,5.9606,20.76423
2007-05-06,5.9947,5.9567,6.00245,5.9606,20.76423
2007-05-07,5.9604,5.95835,5.9802,5.9649,20.7365
2007-05-08,5.9651,5.95995,6.01905,6.0042,20.9236
2007-05-09,6.0042,5.99685,6.0165,6.0115,20.8935
2007-05-10,6.0115,5.98665,6.0764,6.0697,20.9679
2007-05-11,6.0693,6.0219,6.0705,6.0227,20.98275
2007-05-12,6.0693,6.0219,6.0705,6.0227,20.98275
2007-05-14,6.0234,6.0222,6.05885,6.0456,20.89037
2007-05-15,6.0458,6.0046,6.05665,6.0094,20.89581
2007-05-16,6.0094,5.99895,6.0566,6.0428,20.83511
2007-05-17,6.04542,6.03035,6.0686,6.0576,20.87871
2007-05-18,6.0572,6.0307,6.07045,6.0409,20.93553
2007-05-21,6.0406,6.0384,6.07955,6.0535,20.96684
2007-05-22,6.0535,6.03675,6.05895,6.0392,21.01892
2007-05-23,6.0394,6.01075,6.05905,6.0287,21.05291
2007-05-24,6.0287,6.01905,6.0434,6.0386,21.11272
2007-05-25,6.0385,6.00537,6.0434,6.0102,21.09186
2007-05-26,6.0385,6.00537,6.0434,6.0102,21.09186
2007-05-27,6.0385,6.00537,6.0434,6.0102,21.09186
2007-05-28,6.0102,6.0089,6.0287,6.0224,21.10226
2007-05-29,6.0228,5.98945,6.0373,6.0323,21.10366
2007-05-30,6.0324,6.02755,6.0746,6.0644,21.13845
2007-05-31,6.0645,6.0262,6.06545,6.0294,21.09782
2007-06-01,6.0294,6.0136,6.05355,6.0226,21.10645
2007-06-02,6.0294,6.0136,6.05355,6.0226,21.10645
2007-06-03,6.0294,6.0136,6.05355,6.0226,21.10645
2007-06-04,6.0226,5.9751,6.0308,5.9754,21.05466
2007-06-05,5.9755,5.9636,5.98795,5.9666,21.0295
2007-06-06,5.9665,5.96125,5.9931,5.9839,21.06259
2007-06-07,5.9823,5.97405,6.0085,6.0035,21.16877
2007-06-08,6.0035,5.99985,6.08,6.0729,21.37299
2007-06-09,6.0035,5.99985,6.08,6.0729,21.37299
2007-06-10,6.0035,5.99985,6.08,6.0729,21.37299
2007-06-11,6.0721,6.0586,6.09555,6.0604,21.34986
